hlpi_name,series_ref,date,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
M\u0101ori,HPIQ.SMAO097,2011/4,2011Q2,maori,9.7,Package holidays,Package holidays,subgroup,1117,0.9,6.5
Superannuitant,HPIQ.SSUP097,2011/4,2011Q2,super,9.7,Package holidays,Package holidays,subgroup,1086,1.7,7.1
All households,HPIQ.SALL10,2011/4,2011Q2,allhh,10,Education,Education,group,902,0.1,6.6
Beneficiary,HPIQ.SBEN10,2011/4,2011Q2,benef,10,Education,Education,group,903,0,6.2
Income quintile 1 (low),HPIQ.SIQ110,2011/4,2011Q2,disq1,10,Education,Education,group,898,0,7
Income quintile 2,HPIQ.SIQ210,2011/4,2011Q2,disq2,10,Education,Education,group,899,0,5.5
Income quintile 3,HPIQ.SIQ310,2011/4,2011Q2,disq3,10,Education,Education,group,907,0.1,6.7
Income quintile 4,HPIQ.SIQ410,2011/4,2011Q2,disq4,10,Education,Education,group,907,0.1,7.2
Income quintile 5 (high),HPIQ.SIQ510,2011/4,2011Q2,disq5,10,Education,Education,group,897,0,6.5
Expenditure quintile 1 (low),HPIQ.SEQ110,2011/4,2011Q2,expq1,10,Education,Education,group,908,0,5.8
Expenditure quintile 2,HPIQ.SEQ210,2011/4,2011Q2,expq2,10,Education,Education,group,905,0,7.5
Expenditure quintile 3,HPIQ.SEQ310,2011/4,2011Q2,expq3,10,Education,Education,group,902,0,6.1
Expenditure quintile 4,HPIQ.SEQ410,2011/4,2011Q2,expq4,10,Education,Education,group,904,0.2,7.2
Expenditure quintile 5 (high),HPIQ.SEQ510,2011/4,2011Q2,expq5,10,Education,Education,group,897,0.1,6.7
M\u0101ori,HPIQ.SMAO10,2011/4,2011Q2,maori,10,Education,Education,group,907,0.2,6.3
Superannuitant,HPIQ.SSUP10,2011/4,2011Q2,super,10,Education,Education,group,899,0,3.6
All households,HPIQ.SALL101,2011/4,2011Q2,allhh,10.1,Early childhood education,Early childhood education,subgroup,918,0.5,12.2
Beneficiary,HPIQ.SBEN101,2011/4,2011Q2,benef,10.1,Early childhood education,Early childhood education,subgroup,923,0.3,22.9
Income quintile 1 (low),HPIQ.SIQ1101,2011/4,2011Q2,disq1,10.1,Early childhood education,Early childhood education,subgroup,922,0,31.5
Income quintile 2,HPIQ.SIQ2101,2011/4,2011Q2,disq2,10.1,Early childhood education,Early childhood education,subgroup,915,0.2,16.4
Income quintile 3,HPIQ.SIQ3101,2011/4,2011Q2,disq3,10.1,Early childhood education,Early childhood education,subgroup,917,0.5,11.2
Income quintile 4,HPIQ.SIQ4101,2011/4,2011Q2,disq4,10.1,Early childhood education,Early childhood education,subgroup,917,0.4,10.9
Income quintile 5 (high),HPIQ.SIQ5101,2011/4,2011Q2,disq5,10.1,Early childhood education,Early childhood education,subgroup,916,1,11.6
Expenditure quintile 1 (low),HPIQ.SEQ1101,2011/4,2011Q2,expq1,10.1,Early childhood education,Early childhood education,subgroup,920,0.2,22
Expenditure quintile 2,HPIQ.SEQ2101,2011/4,2011Q2,expq2,10.1,Early childhood education,Early childhood education,subgroup,923,0.3,16.1
Expenditure quintile 3,HPIQ.SEQ3101,2011/4,2011Q2,expq3,10.1,Early childhood education,Early childhood education,subgroup,911,0.6,11.4
Expenditure quintile 4,HPIQ.SEQ4101,2011/4,2011Q2,expq4,10.1,Early childhood education,Early childhood education,subgroup,919,0.5,10.7
Expenditure quintile 5 (high),HPIQ.SEQ5101,2011/4,2011Q2,expq5,10.1,Early childhood education,Early childhood education,subgroup,917,0.7,11.4
M\u0101ori,HPIQ.SMAO101,2011/4,2011Q2,maori,10.1,Early childhood education,Early childhood education,subgroup,915,0.7,10.8
Superannuitant,HPIQ.SSUP101,2011/4,2011Q2,super,10.1,Early childhood education,Early childhood education,subgroup,836,-0.1,37.5
All households,HPIQ.SALL102,2011/4,2011Q2,allhh,10.2,Primary and secondary education,Primary/secondary education,subgroup,890,0,5
Beneficiary,HPIQ.SBEN102,2011/4,2011Q2,benef,10.2,Primary and secondary education,Primary/secondary education,subgroup,890,0,4.1
Income quintile 1 (low),HPIQ.SIQ1102,2011/4,2011Q2,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,884,0,4.9
Income quintile 2,HPIQ.SIQ2102,2011/4,2011Q2,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,893,0,3.8
Income quintile 3,HPIQ.SIQ3102,2011/4,2011Q2,disq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,891,0,5.3
Income quintile 4,HPIQ.SIQ4102,2011/4,2011Q2,disq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,891,0,5.4
Income quintile 5 (high),HPIQ.SIQ5102,2011/4,2011Q2,disq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,889,0,5.3
Expenditure quintile 1 (low),HPIQ.SEQ1102,2011/4,2011Q2,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,894,0,4.1
Expenditure quintile 2,HPIQ.SEQ2102,2011/4,2011Q2,expq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,893,0,4.9
Expenditure quintile 3,HPIQ.SEQ3102,2011/4,2011Q2,expq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,888,0,4.6
Expenditure quintile 4,HPIQ.SEQ4102,2011/4,2011Q2,expq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,900,0,5
Expenditure quintile 5 (high),HPIQ.SEQ5102,2011/4,2011Q2,expq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,884,0,5.5
M\u0101ori,HPIQ.SMAO102,2011/4,2011Q2,maori,10.2,Primary and secondary education,Primary/secondary education,subgroup,884,0,4.4
Superannuitant,HPIQ.SSUP102,2011/4,2011Q2,super,10.2,Primary and secondary education,Primary/secondary education,subgroup,881,0,3.4
All households,HPIQ.SALL103,2011/4,2011Q2,allhh,10.3,Tertiary and other post school education,Tertiary education,subgroup,898,0,6.4
Beneficiary,HPIQ.SBEN103,2011/4,2011Q2,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,902,0,6.2
Income quintile 1 (low),HPIQ.SIQ1103,2011/4,2011Q2,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,897,0,6.3
Income quintile 2,HPIQ.SIQ2103,2011/4,2011Q2,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,898,0,6.4
Income quintile 3,HPIQ.SIQ3103,2011/4,2011Q2,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,908,0,6.2
Income quintile 4,HPIQ.SIQ4103,2011/4,2011Q2,disq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,896,0,6.4
Income quintile 5 (high),HPIQ.SIQ5103,2011/4,2011Q2,disq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,893,0,6.6
Expenditure quintile 1 (low),HPIQ.SEQ1103,2011/4,2011Q2,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,901,0,5.6
Expenditure quintile 2,HPIQ.SEQ2103,2011/4,2011Q2,expq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,901,0,6.2
Expenditure quintile 3,HPIQ.SEQ3103,2011/4,2011Q2,expq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,903,0,6.4
Expenditure quintile 4,HPIQ.SEQ4103,2011/4,2011Q2,expq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,895,0,6.4
Expenditure quintile 5 (high),HPIQ.SEQ5103,2011/4,2011Q2,expq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,895,0,6.5
M\u0101ori,HPIQ.SMAO103,2011/4,2011Q2,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,917,0,6
Superannuitant,HPIQ.SSUP103,2011/4,2011Q2,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,892,0,5.8
All households,HPIQ.SALL104,2011/4,2011Q2,allhh,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Beneficiary,HPIQ.SBEN104,2011/4,2011Q2,benef,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Income quintile 1 (low),HPIQ.SIQ1104,2011/4,2011Q2,disq1,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Income quintile 2,HPIQ.SIQ2104,2011/4,2011Q2,disq2,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Income quintile 3,HPIQ.SIQ3104,2011/4,2011Q2,disq3,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Income quintile 4,HPIQ.SIQ4104,2011/4,2011Q2,disq4,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Income quintile 5 (high),HPIQ.SIQ5104,2011/4,2011Q2,disq5,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Expenditure quintile 1 (low),HPIQ.SEQ1104,2011/4,2011Q2,expq1,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Expenditure quintile 2,HPIQ.SEQ2104,2011/4,2011Q2,expq2,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Expenditure quintile 3,HPIQ.SEQ3104,2011/4,2011Q2,expq3,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Expenditure quintile 4,HPIQ.SEQ4104,2011/4,2011Q2,expq4,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Expenditure quintile 5 (high),HPIQ.SEQ5104,2011/4,2011Q2,expq5,10.4,Other educational fees,Other education,subgroup,942,0,5.3
M\u0101ori,HPIQ.SMAO104,2011/4,2011Q2,maori,10.4,Other educational fees,Other education,subgroup,942,0,5.3
Superannuitant,HPIQ.SSUP104,2011/4,2011Q2,super,10.4,Other educational fees,Other education,subgroup,942,0,5.3
All households,HPIQ.SALL11,2011/4,2011Q2,allhh,11,Miscellaneous goods and services,Miscellaneous,group,875,0.9,3.2
Beneficiary,HPIQ.SBEN11,2011/4,2011Q2,benef,11,Miscellaneous goods and services,Miscellaneous,group,882,0.7,2.3
Income quintile 1 (low),HPIQ.SIQ111,2011/4,2011Q2,disq1,11,Miscellaneous goods and services,Miscellaneous,group,836,0.6,2.6
Income quintile 2,HPIQ.SIQ211,2011/4,2011Q2,disq2,11,Miscellaneous goods and services,Miscellaneous,group,864,0.7,3
Income quintile 3,HPIQ.SIQ311,2011/4,2011Q2,disq3,11,Miscellaneous goods and services,Miscellaneous,group,886,0.9,3.3
Income quintile 4,HPIQ.SIQ411,2011/4,2011Q2,disq4,11,Miscellaneous goods and services,Miscellaneous,group,883,1,3.3
Income quintile 5 (high),HPIQ.SIQ511,2011/4,2011Q2,disq5,11,Miscellaneous goods and services,Miscellaneous,group,892,0.9,3.5
Expenditure quintile 1 (low),HPIQ.SEQ111,2011/4,2011Q2,expq1,11,Miscellaneous goods and services,Miscellaneous,group,823,0.6,2.4
Expenditure quintile 2,HPIQ.SEQ211,2011/4,2011Q2,expq2,11,Miscellaneous goods and services,Miscellaneous,group,878,0.7,2.9
Expenditure quintile 3,HPIQ.SEQ311,2011/4,2011Q2,expq3,11,Miscellaneous goods and services,Miscellaneous,group,886,0.9,3.1
Expenditure quintile 4,HPIQ.SEQ411,2011/4,2011Q2,expq4,11,Miscellaneous goods and services,Miscellaneous,group,883,1,3.5
Expenditure quintile 5 (high),HPIQ.SEQ511,2011/4,2011Q2,expq5,11,Miscellaneous goods and services,Miscellaneous,group,895,1,3.8
M\u0101ori,HPIQ.SMAO11,2011/4,2011Q2,maori,11,Miscellaneous goods and services,Miscellaneous,group,909,0.8,2.8
Superannuitant,HPIQ.SSUP11,2011/4,2011Q2,super,11,Miscellaneous goods and services,Miscellaneous,group,819,1.1,3.4
All households,HPIQ.SALL111,2011/4,2011Q2,allhh,11.1,Personal care,Personal care,subgroup,998,0.6,3.5
Beneficiary,HPIQ.SBEN111,2011/4,2011Q2,benef,11.1,Personal care,Personal care,subgroup,1013,0.6,2.8
Income quintile 1 (low),HPIQ.SIQ1111,2011/4,2011Q2,disq1,11.1,Personal care,Personal care,subgroup,1006,0.8,3.6
Income quintile 2,HPIQ.SIQ2111,2011/4,2011Q2,disq2,11.1,Personal care,Personal care,subgroup,1004,0.5,3.2
Income quintile 3,HPIQ.SIQ3111,2011/4,2011Q2,disq3,11.1,Personal care,Personal care,subgroup,997,0.5,3.3
Income quintile 4,HPIQ.SIQ4111,2011/4,2011Q2,disq4,11.1,Personal care,Personal care,subgroup,991,0.4,3.4
Income quintile 5 (high),HPIQ.SIQ5111,2011/4,2011Q2,disq5,11.1,Personal care,Personal care,subgroup,993,0.5,3.8
Expenditure quintile 1 (low),HPIQ.SEQ1111,2011/4,2011Q2,expq1,11.1,Personal care,Personal care,subgroup,1000,0.8,3.2
Expenditure quintile 2,HPIQ.SEQ2111,2011/4,2011Q2,expq2,11.1,Personal care,Personal care,subgroup,1006,0.5,3.4
Expenditure quintile 3,HPIQ.SEQ3111,2011/4,2011Q2,expq3,11.1,Personal care,Personal care,subgroup,1001,0.5,3.3
Expenditure quintile 4,HPIQ.SEQ4111,2011/4,2011Q2,expq4,11.1,Personal care,Personal care,subgroup,994,0.7,3.5
Expenditure quintile 5 (high),HPIQ.SEQ5111,2011/4,2011Q2,expq5,11.1,Personal care,Personal care,subgroup,990,0.4,3.8
M\u0101ori,HPIQ.SMAO111,2011/4,2011Q2,maori,11.1,Personal care,Personal care,subgroup,1009,0.4,3.4
Superannuitant,HPIQ.SSUP111,2011/4,2011Q2,super,11.1,Personal care,Personal care,subgroup,990,0.7,4
All households,HPIQ.SALL113,2011/4,2011Q2,allhh,11.3,Personal effects,Personal effects,subgroup,986,1.4,4.1
Beneficiary,HPIQ.SBEN113,2011/4,2011Q2,benef,11.3,Personal effects,Personal effects,subgroup,986,1.6,1.8
Income quintile 1 (low),HPIQ.SIQ1113,2011/4,2011Q2,disq1,11.3,Personal effects,Personal effects,subgroup,948,1.2,1.2
Income quintile 2,HPIQ.SIQ2113,2011/4,2011Q2,disq2,11.3,Personal effects,Personal effects,subgroup,962,1.8,4.1
Income quintile 3,HPIQ.SIQ3113,2011/4,2011Q2,disq3,11.3,Personal effects,Personal effects,subgroup,1011,1.7,4.4
Income quintile 4,HPIQ.SIQ4113,2011/4,2011Q2,disq4,11.3,Personal effects,Personal effects,subgroup,990,1.1,3.4
Income quintile 5 (high),HPIQ.SIQ5113,2011/4,2011Q2,disq5,11.3,Personal effects,Personal effects,subgroup,995,1,5.7
Expenditure quintile 1 (low),HPIQ.SEQ1113,2011/4,2011Q2,expq1,11.3,Personal effects,Personal effects,subgroup,975,2.5,5.5
Expenditure quintile 2,HPIQ.SEQ2113,2011/4,2011Q2,expq2,11.3,Personal effects,Personal effects,subgroup,972,1.4,4.5
Expenditure quintile 3,HPIQ.SEQ3113,2011/4,2011Q2,expq3,11.3,Personal effects,Personal effects,subgroup,1004,1.9,3.5
Expenditure quintile 4,HPIQ.SEQ4113,2011/4,2011Q2,expq4,11.3,Personal effects,Personal effects,subgroup,989,1.1,3.8
Expenditure quintile 5 (high),HPIQ.SEQ5113,2011/4,2011Q2,expq5,11.3,Personal effects,Personal effects,subgroup,984,0.8,4.3
M\u0101ori,HPIQ.SMAO113,2011/4,2011Q2,maori,11.3,Personal effects,Personal effects,subgroup,980,2,5.7
Superannuitant,HPIQ.SSUP113,2011/4,2011Q2,super,11.3,Personal effects,Personal effects,subgroup,953,1.6,1.9
All households,HPIQ.SALL114,2011/4,2011Q2,allhh,11.4,Insurance,Insurance,subgroup,799,1.3,3.6
Beneficiary,HPIQ.SBEN114,2011/4,2011Q2,benef,11.4,Insurance,Insurance,subgroup,760,1.1,3
Income quintile 1 (low),HPIQ.SIQ1114,2011/4,2011Q2,disq1,11.4,Insurance,Insurance,subgroup,734,0.8,3.4
Income quintile 2,HPIQ.SIQ2114,2011/4,2011Q2,disq2,11.4,Insurance,Insurance,subgroup,775,1,3.5
Income quintile 3,HPIQ.SIQ3114,2011/4,2011Q2,disq3,11.4,Insurance,Insurance,subgroup,813,1.2,3.8
Income quintile 4,HPIQ.SIQ4114,2011/4,2011Q2,disq4,11.4,Insurance,Insurance,subgroup,816,1.6,3.9
Income quintile 5 (high),HPIQ.SIQ5114,2011/4,2011Q2,disq5,11.4,Insurance,Insurance,subgroup,836,1.2,3.5
Expenditure quintile 1 (low),HPIQ.SEQ1114,2011/4,2011Q2,expq1,11.4,Insurance,Insurance,subgroup,726,0.7,3.1
Expenditure quintile 2,HPIQ.SEQ2114,2011/4,2011Q2,expq2,11.4,Insurance,Insurance,subgroup,796,1,3.4
Expenditure quintile 3,HPIQ.SEQ3114,2011/4,2011Q2,expq3,11.4,Insurance,Insurance,subgroup,815,1.2,3.7
Expenditure quintile 4,HPIQ.SEQ4114,2011/4,2011Q2,expq4,11.4,Insurance,Insurance,subgroup,813,1.5,4
Expenditure quintile 5 (high),HPIQ.SEQ5114,2011/4,2011Q2,expq5,11.4,Insurance,Insurance,subgroup,836,1.3,3.9
M\u0101ori,HPIQ.SMAO114,2011/4,2011Q2,maori,11.4,Insurance,Insurance,subgroup,830,1.1,2.9
Superannuitant,HPIQ.SSUP114,2011/4,2011Q2,super,11.4,Insurance,Insurance,subgroup,746,1.6,4.5
All households,HPIQ.SALL115,2011/4,2011Q2,allhh,11.5,Credit services,Credit services,subgroup,946,0.2,1.8
Beneficiary,HPIQ.SBEN115,2011/4,2011Q2,benef,11.5,Credit services,Credit services,subgroup,948,0.2,1.5
Income quintile 1 (low),HPIQ.SIQ1115,2011/4,2011Q2,disq1,11.5,Credit services,Credit services,subgroup,945,0.1,1.6
Income quintile 2,HPIQ.SIQ2115,2011/4,2011Q2,disq2,11.5,Credit services,Credit services,subgroup,947,0.2,1.7
Income quintile 3,HPIQ.SIQ3115,2011/4,2011Q2,disq3,11.5,Credit services,Credit services,subgroup,946,0.2,1.7
Income quintile 4,HPIQ.SIQ4115,2011/4,2011Q2,disq4,11.5,Credit services,Credit services,subgroup,945,0.1,1.8
Income quintile 5 (high),HPIQ.SIQ5115,2011/4,2011Q2,disq5,11.5,Credit services,Credit services,subgroup,945,0.2,2.2
Expenditure quintile 1 (low),HPIQ.SEQ1115,2011/4,2011Q2,expq1,11.5,Credit services,Credit services,subgroup,946,0.2,1.7
Expenditure quintile 2,HPIQ.SEQ2115,2011/4,2011Q2,expq2,11.5,Credit services,Credit services,subgroup,946,0.1,1.6
Expenditure quintile 3,HPIQ.SEQ3115,2011/4,2011Q2,expq3,11.5,Credit services,Credit services,subgroup,946,0.2,1.8
Expenditure quintile 4,HPIQ.SEQ4115,2011/4,2011Q2,expq4,11.5,Credit services,Credit services,subgroup,943,0.1,2.1
Expenditure quintile 5 (high),HPIQ.SEQ5115,2011/4,2011Q2,expq5,11.5,Credit services,Credit services,subgroup,946,0.1,1.8
M\u0101ori,HPIQ.SMAO115,2011/4,2011Q2,maori,11.5,Credit services,Credit services,subgroup,947,0.2,1.8
Superannuitant,HPIQ.SSUP115,2011/4,2011Q2,super,11.5,Credit services,Credit services,subgroup,943,0.1,2.2
All households,HPIQ.SALL116,2011/4,2011Q2,allhh,11.6,Other miscellaneous services,Miscellaneous services,subgroup,925,0.5,2
Beneficiary,HPIQ.SBEN116,2011/4,2011Q2,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,965,0.3,1.7
Income quintile 1 (low),HPIQ.SIQ1116,2011/4,2011Q2,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,906,0.3,1.2
Income quintile 2,HPIQ.SIQ2116,2011/4,2011Q2,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,969,0.3,2
Income quintile 3,HPIQ.SIQ3116,2011/4,2011Q2,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,927,0.5,1.9
Income quintile 4,HPIQ.SIQ4116,2011/4,2011Q2,disq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,916,0.9,2.2
Income quintile 5 (high),HPIQ.SIQ5116,2011/4,2011Q2,disq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,931,0.8,3.1
Expenditure quintile 1 (low),HPIQ.SEQ1116,2011/4,2011Q2,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,915,0.4,1.1
Expenditure quintile 2,HPIQ.SEQ2116,2011/4,2011Q2,expq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,932,0.3,2
Expenditure quintile 3,HPIQ.SEQ3116,2011/4,2011Q2,expq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,948,0.6,1.8
Expenditure quintile 4,HPIQ.SEQ4116,2011/4,2011Q2,expq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,916,0.8,2.6
Expenditure quintile 5 (high),HPIQ.SEQ5116,2011/4,2011Q2,expq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,921,0.7,3.5
M\u0101ori,HPIQ.SMAO116,2011/4,2011Q2,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,921,0.5,2
Superannuitant,HPIQ.SSUP116,2011/4,2011Q2,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,907,0.3,1.5
All households,HPIQ.SALL13,2011/4,2011Q2,allhh,13,Other expenditure,Interest,group,951,-3,-3.3
Beneficiary,HPIQ.SBEN13,2011/4,2011Q2,benef,13,Other expenditure,Interest,group,975,-2.8,-2.4
Income quintile 1 (low),HPIQ.SIQ113,2011/4,2011Q2,disq1,13,Other expenditure,Interest,group,956,-2.5,-2.1
Income quintile 2,HPIQ.SIQ213,2011/4,2011Q2,disq2,13,Other expenditure,Interest,group,964,-2.7,-2.4
Income quintile 3,HPIQ.SIQ313,2011/4,2011Q2,disq3,13,Other expenditure,Interest,group,949,-3,-3.1
Income quintile 4,HPIQ.SIQ413,2011/4,2011Q2,disq4,13,Other expenditure,Interest,group,949,-3.2,-3.8
Income quintile 5 (high),HPIQ.SIQ513,2011/4,2011Q2,disq5,13,Other expenditure,Interest,group,941,-3.2,-3.9
Expenditure quintile 1 (low),HPIQ.SEQ113,2011/4,2011Q2,expq1,13,Other expenditure,Interest,group,981,-2.1,-1
Expenditure quintile 2,HPIQ.SEQ213,2011/4,2011Q2,expq2,13,Other expenditure,Interest,group,963,-2.5,-2.3
Expenditure quintile 3,HPIQ.SEQ313,2011/4,2011Q2,expq3,13,Other expenditure,Interest,group,952,-2.9,-2.8
Expenditure quintile 4,HPIQ.SEQ413,2011/4,2011Q2,expq4,13,Other expenditure,Interest,group,946,-3.2,-3.7
Expenditure quintile 5 (high),HPIQ.SEQ513,2011/4,2011Q2,expq5,13,Other expenditure,Interest,group,938,-3.4,-4.3
M\u0101ori,HPIQ.SMAO13,2011/4,2011Q2,maori,13,Other expenditure,Interest,group,965,-2.7,-2.2
Superannuitant,HPIQ.SSUP13,2011/4,2011Q2,super,13,Other expenditure,Interest,group,955,-0.3,2.5
All households,HPIQ.SALL131,2011/4,2011Q2,allhh,13.1,Interest payments,Interest,subgroup,951,-3,-3.3
Beneficiary,HPIQ.SBEN131,2011/4,2011Q2,benef,13.1,Interest payments,Interest,subgroup,975,-2.8,-2.4
Income quintile 1 (low),HPIQ.SIQ1131,2011/4,2011Q2,disq1,13.1,Interest payments,Interest,subgroup,956,-2.5,-2.1
Income quintile 2,HPIQ.SIQ2131,2011/4,2011Q2,disq2,13.1,Interest payments,Interest,subgroup,964,-2.7,-2.4
Income quintile 3,HPIQ.SIQ3131,2011/4,2011Q2,disq3,13.1,Interest payments,Interest,subgroup,949,-3,-3.1
Income quintile 4,HPIQ.SIQ4131,2011/4,2011Q2,disq4,13.1,Interest payments,Interest,subgroup,949,-3.2,-3.8
Income quintile 5 (high),HPIQ.SIQ5131,2011/4,2011Q2,disq5,13.1,Interest payments,Interest,subgroup,941,-3.2,-3.9
Expenditure quintile 1 (low),HPIQ.SEQ1131,2011/4,2011Q2,expq1,13.1,Interest payments,Interest,subgroup,981,-2.1,-1
Expenditure quintile 2,HPIQ.SEQ2131,2011/4,2011Q2,expq2,13.1,Interest payments,Interest,subgroup,963,-2.5,-2.3
Expenditure quintile 3,HPIQ.SEQ3131,2011/4,2011Q2,expq3,13.1,Interest payments,Interest,subgroup,952,-2.9,-2.8
Expenditure quintile 4,HPIQ.SEQ4131,2011/4,2011Q2,expq4,13.1,Interest payments,Interest,subgroup,946,-3.2,-3.7
Expenditure quintile 5 (high),HPIQ.SEQ5131,2011/4,2011Q2,expq5,13.1,Interest payments,Interest,subgroup,938,-3.4,-4.3
M\u0101ori,HPIQ.SMAO131,2011/4,2011Q2,maori,13.1,Interest payments,Interest,subgroup,965,-2.7,-2.2
Superannuitant,HPIQ.SSUP131,2011/4,2011Q2,super,13.1,Interest payments,Interest,subgroup,955,-0.3,2.5
All households,HPIQ.SALLA,2011/4,2011Q2,allhh,A,All Groups,All groups,All groups,962,0.7,5.1
Beneficiary,HPIQ.SBENA,2011/4,2011Q2,benef,A,All Groups,All groups,All groups,953,0.7,5.3
Income quintile 1 (low),HPIQ.SIQ1A,2011/4,2011Q2,disq1,A,All Groups,All groups,All groups,949,0.9,5.7
Income quintile 2,HPIQ.SIQ2A,2011/4,2011Q2,disq2,A,All Groups,All groups,All groups,958,0.8,5.4
Income quintile 3,HPIQ.SIQ3A,2011/4,2011Q2,disq3,A,All Groups,All groups,All groups,966,0.8,5.1
Income quintile 4,HPIQ.SIQ4A,2011/4,2011Q2,disq4,A,All Groups,All groups,All groups,965,0.6,4.7
Income quintile 5 (high),HPIQ.SIQ5A,2011/4,2011Q2,disq5,A,All Groups,All groups,All groups,973,0.7,4.6
Expenditure quintile 1 (low),HPIQ.SEQ1A,2011/4,2011Q2,expq1,A,All Groups,All groups,All groups,946,0.9,5.9
Expenditure quintile 2,HPIQ.SEQ2A,2011/4,2011Q2,expq2,A,All Groups,All groups,All groups,959,0.9,5.6
Expenditure quintile 3,HPIQ.SEQ3A,2011/4,2011Q2,expq3,A,All Groups,All groups,All groups,966,0.8,5.1
Expenditure quintile 4,HPIQ.SEQ4A,2011/4,2011Q2,expq4,A,All Groups,All groups,All groups,969,0.7,4.6
Expenditure quintile 5 (high),HPIQ.SEQ5A,2011/4,2011Q2,expq5,A,All Groups,All groups,All groups,972,0.6,4.3
M\u0101ori,HPIQ.SMAOA,2011/4,2011Q2,maori,A,All Groups,All groups,All groups,962,0.7,5.1
Superannuitant,HPIQ.SSUPA,2011/4,2011Q2,super,A,All Groups,All groups,All groups,947,1.1,6
All households,HPIQ.SALL01,2011/7,2011Q3,allhh,1,Food,Food,group,1013,1.7,6.4
Beneficiary,HPIQ.SBEN01,2011/7,2011Q3,benef,1,Food,Food,group,1019,1.4,6.9
Income quintile 1 (low),HPIQ.SIQ101,2011/7,2011Q3,disq1,1,Food,Food,group,1019,1.5,6.7
Income quintile 2,HPIQ.SIQ201,2011/7,2011Q3,disq2,1,Food,Food,group,1014,1.7,6.6
Income quintile 3,HPIQ.SIQ301,2011/7,2011Q3,disq3,1,Food,Food,group,1014,1.7,6.3
Income quintile 4,HPIQ.SIQ401,2011/7,2011Q3,disq4,1,Food,Food,group,1010,1.7,6.2
Income quintile 5 (high),HPIQ.SIQ501,2011/7,2011Q3,disq5,1,Food,Food,group,1008,1.8,6.2
Expenditure quintile 1 (low),HPIQ.SEQ101,2011/7,2011Q3,expq1,1,Food,Food,group,1017,1.5,6.7
Expenditure quintile 2,HPIQ.SEQ201,2011/7,2011Q3,expq2,1,Food,Food,group,1016,1.6,6.5
Expenditure quintile 3,HPIQ.SEQ301,2011/7,2011Q3,expq3,1,Food,Food,group,1012,1.8,6.3
Expenditure quintile 4,HPIQ.SEQ401,2011/7,2011Q3,expq4,1,Food,Food,group,1011,1.8,6.2
Expenditure quintile 5 (high),HPIQ.SEQ501,2011/7,2011Q3,expq5,1,Food,Food,group,1008,1.8,6.1
M\u0101ori,HPIQ.SMAO01,2011/7,2011Q3,maori,1,Food,Food,group,1017,1.5,6.8
